0,-0.46,0.0,4.068714436786182,0.0,0.88,17.959367454847275,0,0,0.1,0,1
1,-0.73,0.0,5.734101593869277,1.283625900909305,0.87,16.40692970990662,0,0,0.1,0,2
2,-0.73,0.0,6.452009328972858,0.6536234546266495,2.98,15.388863806409185,0,0,0.1,0,3
3,-0.58,0.0,7.832434462602355,0.6948217097297309,5.24,17.259738901858828,0,0,0.1,0,4
4,-0.44,0.0,8.04333727181465,1.5262701785787933,2.83,20.016955194153326,0,0,0.1,0,5
5,-0.45,0.0,7.839354568698549,3.368897954508663,0.47,22.20211040621324,0,0,0.1,0,6
0,-0.46,0.0,4.068714436786182,0.0,0.88,17.959367454847275,0,0,0.2,0,1
1,-0.92,0.0,4.2302718277219595,0.0,0.06,11.859337019801409,0,0,0.2,0,2
2,-0.89,0.0,5.525129664999058,0.0,3.53,12.072521189285045,0,0,0.2,0,3
3,-0.57,0.0,4.468262351972182,0.0,2.48,15.72190167998013,0,0,0.2,0,4
4,-0.76,0.0,4.892957611963023,0.0,1.68,14.036684008545016,0,0,0.2,0,5
5,-0.36,0.0,3.7597217840281467,0.0,2.45,17.6255155600201,0,0,0.2,0,6
6,-0.89,0.0,5.100666010110462,0.0,1.23,12.402190007221757,0,0,0.2,0,7
0,-0.78,0.0,3.706000000000001,0.0,0.0,15.790000000000003,0,0,0.2,0,1
0,-0.78,0.0,3.706000000000001,0.0,0.0,15.790000000000003,0,0,0.2,0,1
0,-0.78,0.0,3.706000000000001,0.0,0.0,15.790000000000003,0,0,0.2,0,1
0,-0.78,0.0,3.706000000000001,0.0,0.0,15.790000000000003,0,0,0.2,0,1
0,-0.78,0.0,3.706000000000001,0.0,0.0,15.790000000000003,0,0,0.2,0,1
0,-0.78,0.0,3.706000000000001,0.0,0.0,15.790000000000003,0,0,0.2,0,1
1,-0.01,0.0,0.08413657648790877,0.0,0.0,21.302954697491344,0,0,0.2,0,2
0,-0.78,0.0,3.706000000000001,0.0,0.0,15.790000000000003,0,0,0.2,0,1
0,-0.46,0.0,4.068714436786182,0.0,0.88,17.959367454847275,0,0,0.2,0,1
