"{'pirate_pos': [4, 0], 'treasure_pos': [0, 0], 'pirate_orientation': 3}",move
"{'pirate_pos': [4, 0], 'treasure_pos': [0, 0], 'pirate_orientation': 3}",move
"{'pirate_pos': [4, 0], 'treasure_pos': [0, 0], 'pirate_orientation': 3}",move
"{'pirate_pos': [4, 0], 'treasure_pos': [0, 0], 'pirate_orientation': 3}",move
